Tweets
"“The #USA Embassy in #Kyiv, #Ukraine urged #American citizens in #Ukraine to consider departing now, saying that th… https://t.co/w1ai0gOYUO"
"RT @RepThomasMassie: There is no treaty with Ukraine that obligates the US to attack Russia.

Congress declares war, not the President.

Th…"
"Russians don’t want Ukraine in NATO.  Well, there not in NATO!  So, why are they preparing in attack Ukraine?"
RT @ianbremmer: Ukraine vs Russia military by the numbers: https://t.co/fsZF4Tkdib
@magicofthemind @dwnews Are you unaware of the Russian-backed rebels downing an airplane over Ukraine? You think fi… https://t.co/OaOjcZDEgz
"RT @sir_frankuk: Anyway, enough of about the potential war between Ukraine and Russia. Does anyone know what flavour cake Boris had? If it…"
"RT @JanLipavsky: 🇨🇿 Czechia joins @NATO allies and will deliver over 4,000 152 mm High-Explosive Range shells to Ukraine. We aim to bolster…"
"Russia, Ukraine agree to keep ceasefire, new talks next month | Malay Mail https://t.co/FUnD9oVcyA"
"RT @JosepBorrellF: I welcome @secblinken’s written response to Russia’s security proposals. 

The diplomatic path offers the only lasting s…"
Ukraine crisis: What to know as tensions rise https://t.co/EP8pbNeTVG https://t.co/tkFODrHR1v
"RT @Ladyinyellow__: How did my healthy brother die in Ukraine overnight?

A thread.

That's my brother, Fadlullah Agboluaje in this picture…"
RT @RWPUSA: Constitutional law 101: Is withholding military aid for Ukraine in order to coerce a criminal investigation of a political oppo…
RT @HeathMayo: Russia has zero right to Ukraine. Those here in the US who are giving excuses for Putin’s aggression insult everything Ameri…
"RT @audrialemnisca: @BBCWorld Russia: ""We annexed Crimea and currently our forces surround Ukraine on three sides, but it's Ukraine's fault…"
"RT @JohnCleese: So Fox News is on Russia's side in the conflict with Ukraine

Not surprising really ; Rupert Murdoch isn't a big fan 
of de…"
"@IAPonomarenko The Russian Federation nuclear power, the UK and the US reaffirm their obligation to refrain from th… https://t.co/CrwRwRJJLW"
"@dystopia_disc I’ll be shocked if America doesn’t jump in to set up something for themselves, that’s the vibe I get… https://t.co/8LqDqI6Cvl"
RT @BestForBritain: That’s strange. The PM told Parliament he is the one leading Europe on Ukraine negotiations. He’s not even in the room.…
@ZoryaLondonsk @VadymSkichko @ukrfut24 @SweeperPod @Biz_Ukraine_Mag @ShootTheDefence @LaczyNasPilka @RealSporting… https://t.co/6tn9wE3O3I
RT @JRubinBlogger: Opinion | Russia’s looming invasion of Ukraine shows why Trump’s first impeachment was necessary and proper &lt;-- this htt…
RT @CNNSitRoom: “It was reflective of the concerns of the transatlantic community.” - State Department spokesman Ned Price joins Wolf Blitz…
"@caslernoel @pantsonfire__ Trump to seek $250M in new lethal aid to Ukraine
By Joe Gould
 Dec 4, 2019

Obama gave them blankets."
RT @RWPUSA: Constitutional law 101: Is withholding military aid for Ukraine in order to coerce a criminal investigation of a political oppo…
RT @RWPUSA: Constitutional law 101: Is withholding military aid for Ukraine in order to coerce a criminal investigation of a political oppo…
RT @RWPUSA: Constitutional law 101: Is withholding military aid for Ukraine in order to coerce a criminal investigation of a political oppo…
RT @LeftFlankVets: United States got weapons to Ukraine faster than Covid tests to its citizens
Dollar rises to five-week high after Fed policy decision https://t.co/S4uHe0Rjql https://t.co/RdmtcyKfyp
RT @JRubinBlogger: Opinion | Russia’s looming invasion of Ukraine shows why Trump’s first impeachment was necessary and proper &lt;-- this htt…
"RT @sumlenny: Belarusian border guards have given several shots from long-barrel guns towards Polish border guards last night, Polish Borde…"
RT @TomiLahren: Russia wants Ukraine. China wants Taiwan. Sleepy Joe wants a nap. We will discuss on @OutnumberedFNC noonET FoxNews
RT @alida_clara: @Yerpyderpdederp @jeffmason1 @POTUS No. They and millions of other people want to know why he hasn't visited OUR Southern…
"RT @DavidDiSab: America sending Ukraine guns &amp; ammo late, but maybe not too late."
"RT @EndGameWW3: On the edge of war
https://t.co/aHpZNuShQQ"
"RT @McFaul: Putin has amassed 100,000 + troops on Ukraine's borders, but some American commentators on left &amp; right blame Biden for this cr…"
RT @DeanoBeano1: ⚡️Breaking⚡️ The US Embassy in Kiev has stated “The U.S. Embassy urges U.S. citizens in Ukraine to consider departing now…
"RT @claudiatenney: @POTUS While crime wreaks havoc on our communities, Russia prepares to invade Ukraine, inflation spikes and our border c…"
Time for Ukraine to recognize Kosova as an independent state and future NATO ally https://t.co/v7EKd6zSuH
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
"RT @TheLeadCNN: GOP Rep. Michael Turner says that the debate from right-wing members resistant to helping Ukraine fight Russia is ""very dis…"
"RT @CBSNews: Russia is continuing to build up a military presence along the border of Ukraine and as they conduct training exercises, the U…"
"#Ukraine 
USA President:  Invasion is now CERTAIN.
 Anyone seen Boris J?  Ukrainians are execting him..."
"RT @Resister2022: Tucker Carlson: “Why is it disloyal to side with Russia but loyal to side with Ukraine…. kinda strange.”

Stephen Colbert…"
@SpecialReport No troops to Ukraine. Ukrainians should take care of their border. Until our borders are secure we h… https://t.co/X73Ru4Voot
"RT @NovkovJulie: If you'd like to know more about the Russia/Ukraine crisis, please come to our panel on Friday! Three great  @ualbany expe…"
RT @MSNBC: Is Russia really looking to invade Ukraine? An expert explains. https://t.co/EFn0dSdnMb
"RT @Meghann_MT: Troops put on alert for possible Ukraine deployment include elements of @82ndABNDiv, @18airbornecorps, @4thInfDiv, @2INFDIV…"
"JUST IN: Russia, Ukraine Agree to Uphold Donbas Ceasefire in ""Tough"" Negotiation That Excluded Biden and the US… https://t.co/BNpXHiPPNp"
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours
"RT @OlgaNYC1211: Warned this was going to go past the borders of Ukraine.
Russia is now “demanding” the withdrawals of all foreign forces f…"
"RT @Resister2022: Tucker Carlson: “Why is it disloyal to side with Russia but loyal to side with Ukraine…. kinda strange.”

Stephen Colbert…"
RT @JMichaelWaller: Nice hacking job. UVB-76 is a military command station for Russia's Western Military District that includes the border…
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…
If Russia invades Ukraine the Ukrainian government should simply pull out an uno reverse card.
"RT @OlgaNYC1211: Warned this was going to go past the borders of Ukraine.
Russia is now “demanding” the withdrawals of all foreign forces f…"
"RT @mrctv: Joe Biden is suddenly concerned with protecting Ukraine's border, while America's own borders remain in crisis and unprotected.…"
"Andy Vermaut shares:Germany agrees to axe Nord Stream 2 if Russia invades Ukraine: submitted by  /u/l_eo_  
 [link]… https://t.co/44M0PhLodh"
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
RT @theragex: 🇺🇸🇺🇦⚡🇷🇺 #Breaking: Biden told Zelensky that a Russian invasion of Ukraine is very certain and that they should prepare for th…
"Ukraine's President Tells Biden To ""Calm Down"" In Phone Call

https://t.co/CWA0Hn8Hha"
RT @DonaldJTrumpJr: Will it ultimately be Hunter’s lucrative and shady AF business dealings in Ukraine that gets us into a war with Russia?
RT @24Falcon_: Why is Pelosi proposing a new bill to protect Ukraine border? What about our Southern border? Do they have secret $$ there?
"RT @Conflicts: UKRAINE: Ceasefire violations in the Donetsk region yesterday were the highest of 2022 so far, breaking the previous record…"
@CBSEveningNews @CBSNews Typical Biden! Ignoring OUR BORDER CRISIS- but preparing to send OUR troops to secure UKRA… https://t.co/aurFRGJICk
"RT @StateDept: .@DeputySecState: It bears repeating, that it was Russia that invaded Ukraine in 2014 and occupies Crimea to this day. It is…"
"RT @gbrou10: OBAMA WEAPONIZED THE FEDERAL GOVERNMENT AGAINST THE AMERICAN PEOPLE AND IT ALL STARTED IN UKRAINE @cdmedia

#ObamaCrimeSpree…"
"RT @RT_com: At a time of heightened tensions between Russia and the West, with Ukraine in the middle - Russian FM Sergey Lavrov will answer…"
"RT @zerohedge: Ukraine's President Tells Biden To ""Calm Down"" In Phone Call https://t.co/rtWoYESd52"
"RT @richardbranson: For business leaders, this is the moment to come together and stand up for Ukraine’s sovereignty https://t.co/5qVaHCOwg7"
RT @mschlapp: Joe Biden wants to send American troops to assist in the defense of Ukraine's border while his administration is helping thou…
"RT @cnni: Amid growing Russia-Ukraine tensions, there has been a lot of talk about NATO -- the North Atlantic Treaty Organization. So what…"
RT @KCastigada: I wasn't aware that anti Russia warmongers were helping to recover lost historic files on Nazi-Germany crimes in order to p…
RT @TheRightAva88: Since Nancy Pelosi cares about Ukraine’s border more than America’s border. VOTE HER ASS OUT!!! #Tucker
"RT @melaniejoly: Spoke with @MBA_AlThani_, Qatar’s Foreign Minister, and expressed Canada’s thanks for Qatar’s assistance in the Afghanista…"
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
"RT @RpsAgainstTrump: Isn’t a bit strange that they claim to be all about “American first”, yet they side with our adversary Russia against…"
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…
"RT @StateDept: .@SecBlinken: We’re open to dialogue, we prefer diplomacy, and we’re prepared to move forward where there is the possibility…"
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…
"RT @RBReich: House Dems are fast-tracking a massive defense spending bill for Ukraine as tensions with Russia escalate, leaving no opportun…"
RT @mschlapp: Joe Biden wants to send American troops to assist in the defense of Ukraine's border while his administration is helping thou…
"RT @ScottAdamsSays: Tucker Carlson is effectively our Commander in Chief when it comes to slow-motion war decisions. If he says no, there w…"
Ms. Polonia sends spare bikinis to Ukraine for the winter months knowing that it is the only way to achieve world p… https://t.co/6yBb7RgxOm
"So many people believing the propaganda Moscow has been dripping for years now. 

Even if Ukraine had been trying t… https://t.co/eQQK98VAMJ"
"White House EXPOSED, Ukraine Says Biden is Lying about Russian Invasion!

https://t.co/P5VkLMH4zM"
"RT @CBSNews: Russia is continuing to build up a military presence along the border of Ukraine and as they conduct training exercises, the U…"
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…
"RT @lindyli: Russian state TV is using Tucker Carlson clips to attack our country, Biden, NATO &amp; Ukraine

Rupert Murdoch isn’t even hiding…"
"RT @OliverVarhelyi: Continuing my visit in Kyiv today, I paid tribute at the Memorial Wall of those who died fighting defending Ukraine. ht…"
"RT @bueti: Finally, there is a formal acknowledgement of what should have been clear long ago: If Russia attacks Ukraine anew, #NordStream2…"
"RT @abgutman: I wrote about my great Uncle, Mishka, who was robbed from me by the Nazis — most likely in a horrific massacre that you've ne…"
THAT BEING SAID UKRAINE NEEDS TO ROOT OUT CORRUPTION AND DO BETTER FOR ITS PEOPLE AS WELL !! DOING BETTER THAN PUTI… https://t.co/VLArvxqm5E
"RT @Resister2022: Tucker Carlson: “Why is it disloyal to side with Russia but loyal to side with Ukraine…. kinda strange.”

Stephen Colbert…"
Biden calls Ukraine's President Zelensky to warn him to 'prepare for impact' and that Russian forces could 'SACK Ki… https://t.co/up4JvYWQ8x
"RT @StateDept: .@DeputySecState: It bears repeating, that it was Russia that invaded Ukraine in 2014 and occupies Crimea to this day. It is…"
"RT @tomiahonen: Ukraine Thread 10/

This was seven years ago. Vladimir Putin stole land, the size of Massachussetts, from Ukraine. He then…"
"RT @SkyNews: Russia looks like it could be preparing for military action against Ukraine.

If it were to happen, this is what war between t…"
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…
"unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
RT @mschlapp: Joe Biden wants to send American troops to assist in the defense of Ukraine's border while his administration is helping thou…
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
"RT @jmbenson1491: My 4am rant! What's the govt doing sending mass single adult male immigrants into this country? No border integrity, yet…"
RT @SnellArthur: People trying to get their heads around the Russian ruling elite’s attitude to Ukraine might want to consider the British…
RT @TheZaiduLeaks: Dear Ukraine don’t worry we Pakistanis are with you. Since we’ve experience in war here are few tips when you’ll go for…
"RT @mhmck: The only way Russia could guarantee its security is to de-occupy Moldova, Georgia and Ukraine. But the Putin regime wants perman…"
RT @ZelenskyyUa: Had a long phone conversation with @POTUS. Discussed recent diplomatic efforts on de-escalation and agreed on joint action…
@montaguethecat @mattjcan Yes really. Why are armies getting together on the Ukraine border? *cough* Russian gas in… https://t.co/qLq6IQIQgu
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
RT @woye1: Nigerians in Ukraine should go and register at our Embassy now. So that they can plan for evacuation ooo
"RT @ericgarland: If Russia sacks Ukraine, aren't Russian Mob bosses like Semion Mogilevich, Dmitro Firtash, and Ihor Kolomoisky going to lo…"
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
@CTVNews Shudnt he be concerned with war breaking out? Or is he going to let Ukraine be over run by the Russians like they did in Crimea?
RT @AmichaiStein1: .NSC spox @emilyhorne46 says US president Biden told Ukraine's Zelenskiy there’s 'a distinct' possibility that the Russi…
RT @SlawomirDebski: Turkey's Erdogan says Russia would be unwise to invade Ukraine and Turkey would do what is necessary as a NATO member.…
@turasatana1 @zVitalityG followeed u GUYS  I NEED EVERYONES HELP! GOING LIVE &amp; I NEED 10PPL #AffiliateMarketing… https://t.co/lahK3XVmDi
"#RussiaUkraine laughing at the US as we worry about mask, no mask.  They know it would be easy to invade the US via… https://t.co/9m9I9T3dGc"
"“A war in Ukraine could have global consequences “

You think?

https://t.co/B4wwRENqjU"
There’s a zero percent chance that 61% of Americans can correctly identify Ukraine on a map so you could say I’m a… https://t.co/buHalP6SrS
RT @RitaKonaev: I work on military technology and I swear if I read another article counting the number of Javelins arriving in Ukraine my…
RT @Russian_Starr: PLEASE follow UKRAINIANS for news on Ukraine: @olgatokariuk @olya_rudenko @IAPonomarenko @olex_scherba @NikaMelkozerova…
RT @TeaPainUSA: Republicans are siding’ with Putin over Ukraine to prepare their base to attack our own democracy.
@GeorgeWill Ukraine's relationship with democracy is very recent.  They have experienced decades of instability and… https://t.co/h2APoUTjLv
"RT @OlgaNYC1211: Warned this was going to go past the borders of Ukraine.
Russia is now “demanding” the withdrawals of all foreign forces f…"
"RT @AmichaiStein1: #BREAKING: Biden told Zelensky that a Russian invasion of Ukraine is now virtually certain and that Kyiv needa to ""prepa…"
@aimis30 Then invading Ukraine to defend their honour tsk tsk
RT @Global_Mil_Info: President Biden told Ukrainian President Zelensky that a Russian invasion of Ukraine is now virtually certain and that…
"RT @CNBC: ""It's a joke"": Germany's offer of 5,000 helmets to Ukraine is met with disdain amid Russia invasion fears https://t.co/jNokSkNBXp"
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine"
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours
"RT @Resister2022: Tucker Carlson: “Why is it disloyal to side with Russia but loyal to side with Ukraine…. kinda strange.”

Stephen Colbert…"
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours
"RT @SkyNews: Russian opp. politician Vladimir Kara-Murza says the only sanctions that will work on President Putin are 'targetted, personal…"
"Crisis? What crisis? 
#Ukraine #Russia https://t.co/rtTBIfQ4rl"
"Ukraine is aware. But treating an invasion as inevitable and publicly applauding U.S. gives Putin more of a out, pl… https://t.co/EorvxL6pov"
"I know I'll ruffle feathers but I'm against involvement. I'm tired of the USA being the world's ""police."" Please,… https://t.co/FQcZDECJew"
RT @olivernmoody: Big fly in the ointment on this point is the howitzers Estonia wants to send Ukraine. Germany has a veto because they use…
"RT @JackPosobiec: BREAKING: President Zelensky slams Western media coverage of Ukraine 

Says they are giving the image there are tanks on…"
RT @kylenabecker: Trump was *impeached* over a 'perfect' phone call with Ukraine's president distorted by a fake 'whistleblower' over a leg…
"RT @JackPosobiec: BREAKING: We have recovered the Ukraine call report that @JakeTapper and CNN just deleted 

Please DO NOT RT this as they…"
"RT @levparnas: Hey @DonaldJTrumpJr, I taught you and your daddy where Ukraine is on a map. This crisis is due to his corrupt quid pro quo t…"
@Brycen77 @Breaking911 He said he wasn’t putting troops in Ukraine for combat roles.
"Europe’s climate obsessions have made it vulnerable to Russia on energy, so the Biden Administration is begging the… https://t.co/SPTCs7L3tV"
RT @JackPosobiec: Someone told Biden that Russian tanks don't work in mud and he actually repeated it to the President of Ukraine
RT @JackPosobiec: Someone told Biden that Russian tanks don't work in mud and he actually repeated it to the President of Ukraine
RT @JVR926: Remember When Trump got impeached over a Phone Call with Ukraine? What Changed?🤔
"RT @JackPosobiec: Ukraine's president told Biden to 'calm down' Russian invasion warnings, saying he was creating unwanted panic https://t.…"
"RT @JackPosobiec: BREAKING: President Zelensky slams Biden after Botched Call 

“I am the President of Ukraine. I am based here. I think I…"
"If they had snow like this in Ukraine, Vlad would probably call off the whole thing."
"RT @tomiahonen: Ukraine Thread 25/

Trump was afraid his Putin connection would be exposed by Mueller's investigation. So he tried to termi…"
"RT @FoxMulder010: So Congress will send their children to Ukraine before anyone else's, right, @DNC??"
"RT @FoxNews: Russia moves blood supplies near Ukraine border
https://t.co/ieizHOY4yn"
RT @EndGameWW3: Biden sending troops to Eastern Europe soon as Ukraine turmoil intensifies https://t.co/GGj1FAPzHd #FoxNews
RT @gavinesler: Imagine you are the prime minister of the UK and you have done nothing wrong but there is an inquiry into your conduct at t…
RT @JVR926: Remember When Trump got impeached over a Phone Call with Ukraine? What Changed?🤔
"RT @JackPosobiec: We may have just caught a CNN reporter deleting a war report that exposed the truth about the White House and Ukraine

An…"
A question the size of an army – What are Vladimir Putin’s military intentions in Ukraine? https://t.co/u2HvQqUmEA
"RT @JackPosobiec: BREAKING: President Zelensky slams Biden after Botched Call 

“I am the President of Ukraine. I am based here. I think I…"
"RT @bennyjohnson: When there were questions about Trump’s call with Ukraine, he released the Transcript.

Will Biden do the same?"
"RT @Reuters: 'Horrific' destruction, casualties if Russia invades Ukraine -U.S. https://t.co/gJ5HdSqMd4 https://t.co/FmWyesyloG"
"RT @FoxMulder010: So Congress will send their children to Ukraine before anyone else's, right, @DNC??"
"@JoeBiden is corrupted by the war industry donations.  If Raytheon wants a war to increase profits, Joe will do it.… https://t.co/ylfhuaJHMV"
"RT @JackPosobiec: BREAKING: President Zelensky slams Western media coverage of Ukraine 

Says they are giving the image there are tanks on…"
Weird how Russia wants security guarantees from NATO when it won’t honor the ones it extended to Ukraine.
"RT @nytimes: In Opinion

Instead of trapping the U.S., President Vladimir Putin has trapped himself, writes Yulia Latynina, a journalist. “…"
RT @anneapplebaum: The first part tells the history of Ukraine's attempt to become a sovereign state in the early 20th century (and how tha…
@kaitlancollins Yeah because they're not backing down to US/NATO weaponizing their borders. Anyone who thinks this… https://t.co/f9fjDG5xmQ
"RT @AlanRMacLeod: Hey guys, look who is loving the Ukraine news! https://t.co/DsUX2xCC2V"
RT @SecDef: I had an important conversation with German Federal Minister of Defense Christine Lambrecht about our mutual concerns over Russ…
"RT @levparnas: Hey @DonaldJTrumpJr, I taught you and your daddy where Ukraine is on a map. This crisis is due to his corrupt quid pro quo t…"
"RT @mog7546: 'Putin's money is in Knightsbridge'
US in broadside at UK as Moscow tears alliance apart #LondonGrad

The amount of money inve…"
RT @TheEconomist: Vladimir Putin may choose to strike Ukraine between the end of the Winter Olympics on February 20th and the spring thaw h…
"RT @RepDougCollins: As one who saw the Democrat’s obsession with Donald Trump’s Ukraine call first hand, it is time for Joe Biden to releas…"
"Putin accuses Nato of ignoring Russia’s concerns as Ukraine crisis simmers https://t.co/j8PUnoBREY - 
The Invasion… https://t.co/B6FVJqSyzc"
"@uniperson @Iheannadi @ruffydfire Don't make a mistake bro. Your entire NATO and America will get a bloody nose, if… https://t.co/hgKrLR4pzQ"
RT @WSJPolitics: Possible blacklisting technically prohibits U.S. banks and other American entities from doing business with the targeted b…
RT @bennyjohnson: The White House getting a new cat is getting more attention in the media than CNN deleting their reporting on Biden’s Ukr…
