tweet,is_retweet,retweeted,mentioned,hashtags,clean_tweet
@aimis30 Then invading Ukraine to defend their honour tsk tsk,False,[],['@aimis30'],[], invad ukrain defend honour tsk ts
RT @Global_Mil_Info: President Biden told Ukrainian President Zelensky that a Russian invasion of Ukraine is now virtually certain and that…,True,['@Global_Mil_Info'],[],[], presid biden told ukrainian presid zelenski russian invas ukrain virtual certain 
"RT @CNBC: ""It's a joke"": Germany's offer of 5,000 helmets to Ukraine is met with disdain amid Russia invasion fears https://t.co/jNokSkNBXp",True,['@CNBC'],[],[], joke germani offer   helmet ukrain met disdain amid russia invas fear 
RT @emilyhorne46: This is not true. President Biden said that there is a distinct possibility that the Russians could invade Ukraine in Feb…,True,['@emilyhorne46'],[],[], true presid biden said distinct possibl russian could invad ukrain feb 
"RT @JackPosobiec: Apparently, Biden was unaware of the talks going on this week in Paris between Germany, France, Russia, and Ukraine",True,['@JackPosobiec'],[],[], appar biden unawar talk go week pari germani franc russia ukrain
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
"RT @Resister2022: Tucker Carlson: “Why is it disloyal to side with Russia but loyal to side with Ukraine…. kinda strange.”

Stephen Colbert…",True,['@Resister2022'],[],[], tucker carlson disloy side russia loyal side ukrain kinda strang stephen colbert 
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
"RT @SkyNews: Russian opp. politician Vladimir Kara-Murza says the only sanctions that will work on President Putin are 'targetted, personal…",True,['@SkyNews'],[],[], russian opp politician vladimir kara murza say sanction work presid putin target person 
"Crisis? What crisis? 
#Ukraine #Russia https://t.co/rtTBIfQ4rl",False,[],[],"['#Ukraine', '#Russia']",crisi crisi ukrain russia 
"Ukraine is aware. But treating an invasion as inevitable and publicly applauding U.S. gives Putin more of a out, pl… https://t.co/EorvxL6pov",False,[],[],[],ukrain awar treat invas inevit publicli applaud u give putin pl 
"I know I'll ruffle feathers but I'm against involvement. I'm tired of the USA being the world's ""police."" Please,… https://t.co/FQcZDECJew",False,[],[],[],know ruffl feather involv tire usa world polic pleas 
RT @olivernmoody: Big fly in the ointment on this point is the howitzers Estonia wants to send Ukraine. Germany has a veto because they use…,True,['@olivernmoody'],[],[], big fli ointment point howitz estonia want send ukrain germani veto use 
"RT @JackPosobiec: BREAKING: President Zelensky slams Western media coverage of Ukraine 

Says they are giving the image there are tanks on…",True,['@JackPosobiec'],[],[], break presid zelenski slam western media coverag ukrain say give imag tank 
RT @kylenabecker: Trump was *impeached* over a 'perfect' phone call with Ukraine's president distorted by a fake 'whistleblower' over a leg…,True,['@kylenabecker'],[],[], trump impeach perfect phone call ukrain presid distort fake whistleblow leg 
"RT @JackPosobiec: BREAKING: We have recovered the Ukraine call report that @JakeTapper and CNN just deleted 

Please DO NOT RT this as they…",True,['@JackPosobiec'],['@JakeTapper'],[], break recov ukrain call report cnn delet pleas rt 
"RT @levparnas: Hey @DonaldJTrumpJr, I taught you and your daddy where Ukraine is on a map. This crisis is due to his corrupt quid pro quo t…",True,['@levparnas'],['@DonaldJTrumpJr'],[], hey taught daddi ukrain map crisi due corrupt quid pro quo 
@Brycen77 @Breaking911 He said he wasn’t putting troops in Ukraine for combat roles.,False,[],"['@Brycen77', '@Breaking911']",[], said put troop ukrain combat role 
"Europe’s climate obsessions have made it vulnerable to Russia on energy, so the Biden Administration is begging the… https://t.co/SPTCs7L3tV",False,[],[],[],europ climat obsess made vulner russia energi biden administr beg 
RT @JackPosobiec: Someone told Biden that Russian tanks don't work in mud and he actually repeated it to the President of Ukraine,True,['@JackPosobiec'],[],[], someon told biden russian tank work mud actual repeat presid ukrain
RT @JackPosobiec: Someone told Biden that Russian tanks don't work in mud and he actually repeated it to the President of Ukraine,True,['@JackPosobiec'],[],[], someon told biden russian tank work mud actual repeat presid ukrain
RT @JVR926: Remember When Trump got impeached over a Phone Call with Ukraine? What Changed?🤔,True,['@JVR926'],[],[], rememb trump got impeach phone call ukrain chang 🤔
"RT @JackPosobiec: Ukraine's president told Biden to 'calm down' Russian invasion warnings, saying he was creating unwanted panic https://t.…",True,['@JackPosobiec'],[],[], ukrain presid told biden calm russian invas warn say creat unwant panic 
"RT @JackPosobiec: BREAKING: President Zelensky slams Biden after Botched Call 

“I am the President of Ukraine. I am based here. I think I…",True,['@JackPosobiec'],[],[], break presid zelenski slam biden botch call presid ukrain base think 
"If they had snow like this in Ukraine, Vlad would probably call off the whole thing.",False,[],[],[],snow like ukrain vlad would probabl call whole thing 
"RT @tomiahonen: Ukraine Thread 25/

Trump was afraid his Putin connection would be exposed by Mueller's investigation. So he tried to termi…",True,['@tomiahonen'],[],[], ukrain thread  trump afraid putin connect would expos mueller investig tri termi 
"RT @FoxMulder010: So Congress will send their children to Ukraine before anyone else's, right, @DNC??",True,['@FoxMulder010'],['@DNC'],[], congress send children ukrain anyon els right 
"RT @FoxNews: Russia moves blood supplies near Ukraine border
https://t.co/ieizHOY4yn",True,['@FoxNews'],[],[], russia move blood suppli near ukrain border 
RT @EndGameWW3: Biden sending troops to Eastern Europe soon as Ukraine turmoil intensifies https://t.co/GGj1FAPzHd #FoxNews,True,['@EndGameWW3'],[],['#FoxNews'], biden send troop eastern europ soon ukrain turmoil intensifi foxnew
RT @gavinesler: Imagine you are the prime minister of the UK and you have done nothing wrong but there is an inquiry into your conduct at t…,True,['@gavinesler'],[],[], imagin prime minist uk done noth wrong inquiri conduct 
RT @JVR926: Remember When Trump got impeached over a Phone Call with Ukraine? What Changed?🤔,True,['@JVR926'],[],[], rememb trump got impeach phone call ukrain chang 🤔
"RT @JackPosobiec: We may have just caught a CNN reporter deleting a war report that exposed the truth about the White House and Ukraine

An…",True,['@JackPosobiec'],[],[], may caught cnn report delet war report expos truth white hous ukrain 
A question the size of an army – What are Vladimir Putin’s military intentions in Ukraine? https://t.co/u2HvQqUmEA,False,[],[],[],question size armi – vladimir putin militari intent ukrain 
"RT @JackPosobiec: BREAKING: President Zelensky slams Biden after Botched Call 

“I am the President of Ukraine. I am based here. I think I…",True,['@JackPosobiec'],[],[], break presid zelenski slam biden botch call presid ukrain base think 
"RT @bennyjohnson: When there were questions about Trump’s call with Ukraine, he released the Transcript.

Will Biden do the same?",True,['@bennyjohnson'],[],[], question trump call ukrain releas transcript biden 
"RT @Reuters: 'Horrific' destruction, casualties if Russia invades Ukraine -U.S. https://t.co/gJ5HdSqMd4 https://t.co/FmWyesyloG",True,['@Reuters'],[],[], horrif destruct casualti russia invad ukrain u 
"RT @FoxMulder010: So Congress will send their children to Ukraine before anyone else's, right, @DNC??",True,['@FoxMulder010'],['@DNC'],[], congress send children ukrain anyon els right 
"@JoeBiden is corrupted by the war industry donations.  If Raytheon wants a war to increase profits, Joe will do it.… https://t.co/ylfhuaJHMV",False,[],['@JoeBiden'],[], corrupt war industri donat raytheon want war increas profit joe 
"RT @JackPosobiec: BREAKING: President Zelensky slams Western media coverage of Ukraine 

Says they are giving the image there are tanks on…",True,['@JackPosobiec'],[],[], break presid zelenski slam western media coverag ukrain say give imag tank 
Weird how Russia wants security guarantees from NATO when it won’t honor the ones it extended to Ukraine.,False,[],[],[],weird russia want secur guarante nato honor one extend ukrain 
"RT @nytimes: In Opinion

Instead of trapping the U.S., President Vladimir Putin has trapped himself, writes Yulia Latynina, a journalist. “…",True,['@nytimes'],[],[], opinion instead trap u presid vladimir putin trap write yulia latynina journalist 
RT @anneapplebaum: The first part tells the history of Ukraine's attempt to become a sovereign state in the early 20th century (and how tha…,True,['@anneapplebaum'],[],[], first part tell histori ukrain attempt becom sovereign state earli th centuri tha 
@kaitlancollins Yeah because they're not backing down to US/NATO weaponizing their borders. Anyone who thinks this… https://t.co/f9fjDG5xmQ,False,[],['@kaitlancollins'],[], yeah back us nato weapon border anyon think 
"RT @AlanRMacLeod: Hey guys, look who is loving the Ukraine news! https://t.co/DsUX2xCC2V",True,['@AlanRMacLeod'],[],[], hey guy look love ukrain news 
RT @SecDef: I had an important conversation with German Federal Minister of Defense Christine Lambrecht about our mutual concerns over Russ…,True,['@SecDef'],[],[], import convers german feder minist defens christin lambrecht mutual concern russ 
"RT @levparnas: Hey @DonaldJTrumpJr, I taught you and your daddy where Ukraine is on a map. This crisis is due to his corrupt quid pro quo t…",True,['@levparnas'],['@DonaldJTrumpJr'],[], hey taught daddi ukrain map crisi due corrupt quid pro quo 
"RT @mog7546: 'Putin's money is in Knightsbridge'
US in broadside at UK as Moscow tears alliance apart #LondonGrad

The amount of money inve…",True,['@mog7546'],[],['#LondonGrad'], putin money knightsbridg us broadsid uk moscow tear allianc apart londongrad amount money inv 
RT @TheEconomist: Vladimir Putin may choose to strike Ukraine between the end of the Winter Olympics on February 20th and the spring thaw h…,True,['@TheEconomist'],[],[], vladimir putin may choos strike ukrain end winter olymp februari th spring thaw h 
"RT @RepDougCollins: As one who saw the Democrat’s obsession with Donald Trump’s Ukraine call first hand, it is time for Joe Biden to releas…",True,['@RepDougCollins'],[],[], one saw democrat obsess donald trump ukrain call first hand time joe biden relea 
"Putin accuses Nato of ignoring Russia’s concerns as Ukraine crisis simmers https://t.co/j8PUnoBREY - 
The Invasion… https://t.co/B6FVJqSyzc",False,[],[],[],putin accus nato ignor russia concern ukrain crisi simmer invas 
"@uniperson @Iheannadi @ruffydfire Don't make a mistake bro. Your entire NATO and America will get a bloody nose, if… https://t.co/hgKrLR4pzQ",False,[],"['@uniperson', '@Iheannadi', '@ruffydfire']",[], make mistak bro entir nato america get bloodi nose 
RT @WSJPolitics: Possible blacklisting technically prohibits U.S. banks and other American entities from doing business with the targeted b…,True,['@WSJPolitics'],[],[], possibl blacklist technic prohibit u bank american entiti busi target b 
RT @bennyjohnson: The White House getting a new cat is getting more attention in the media than CNN deleting their reporting on Biden’s Ukr…,True,['@bennyjohnson'],[],[], white hous get new cat get attent media cnn delet report biden ukr 
"RT @Reuters: After weeks of personal public silence on the Ukraine crisis, President Putin said the U.S. and NATO had not addressed Russia'…",True,['@Reuters'],[],[], week person public silenc ukrain crisi presid putin said u nato address russia 
"RT @FoxNews: BREAKING: ON THE MOVE: Biden says he will deploy American troops overseas as Russia boosts military presence around Ukraine
ht…",True,['@FoxNews'],[],[], break move biden say deploy american troop oversea russia boost militari presenc around ukrain ht 
RT @Scotpol1314: Have you noticed the ones saying how terrible it is that Russia might want to annexe Ukraine are the same ones that are ha…,True,['@Scotpol1314'],[],[], notic one say terribl russia might want annex ukrain one ha 
"It may sound totally absurd but what Moscow is looking for now is a ""regime change"" in Kyiv - via #diplomacy - stil… https://t.co/lDZUUzRyUA",False,[],[],['#diplomacy'],may sound total absurd moscow look regim chang kyiv via diplomaci stil 
"RT @CNN: As the US has been warning the world of a potentially ""imminent"" Russian invasion of Ukraine, one foreign leader in particular has…",True,['@CNN'],[],[], us warn world potenti immin russian invas ukrain one foreign leader particular 
"RT @shaunwalker7: In summary:

US: War is possible/imminent
Germany: Anything could happen
France: Let's have dialogue
Britain: Let's forge…",True,['@shaunwalker7'],[],[], summari us war possibl immin germani anyth could happen franc let dialogu britain let forg 
"RT @AlanRMacLeod: Hey guys, look who is loving the Ukraine news! https://t.co/DsUX2xCC2V",True,['@AlanRMacLeod'],[],[], hey guy look love ukrain news 
"@Angry_Staffer Russia is planning for war, and people in Ukraine know it!  Colleague from there confirmed it today… https://t.co/Jn99BpTj81",False,[],['@Angry_Staffer'],[], russia plan war peopl ukrain know colleagu confirm today 
"RT @JackPosobiec: BREAKING: President Zelensky slams Western media coverage of Ukraine 

Says they are giving the image there are tanks on…",True,['@JackPosobiec'],[],[], break presid zelenski slam western media coverag ukrain say give imag tank 
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
"RT @levparnas: Hey @DonaldJTrumpJr, I taught you and your daddy where Ukraine is on a map. This crisis is due to his corrupt quid pro quo t…",True,['@levparnas'],['@DonaldJTrumpJr'],[], hey taught daddi ukrain map crisi due corrupt quid pro quo 
"RT @HeathMayo: If Putin puts 100k troops on Ukraine’s border and then invades a sovereign peaceful nation, but your first act is to blame t…",True,['@HeathMayo'],[],[], putin put k troop ukrain border invad sovereign peac nation first act blame 
RT @nytimes: The United States and Germany are increasing their warnings to Moscow that natural gas will not flow through a major new pipel…,True,['@nytimes'],[],[], unit state germani increas warn moscow natur ga flow major new pipel 
"RT @levparnas: Hey @DonaldJTrumpJr, I taught you and your daddy where Ukraine is on a map. This crisis is due to his corrupt quid pro quo t…",True,['@levparnas'],['@DonaldJTrumpJr'],[], hey taught daddi ukrain map crisi due corrupt quid pro quo 
RT @nolanwpeterson: I drove from Kyiv to Ukraine’s border with Belarus/Russia today. This is what the roads look like. (Also easily observe…,True,['@nolanwpeterson'],[],[], drove kyiv ukrain border belaru russia today road look like also easili observ 
"RT @JoeConchaTV: Ah, the Ukraine call memories…",True,['@JoeConchaTV'],[],[], ah ukrain call memori 
"RT @RonnyJacksonTX: Illegal immigrants are being flown across the country, resettled in our neighborhoods at taxpayer expense, but Joe Bide…",True,['@RonnyJacksonTX'],[],[], illeg immigr flown across countri resettl neighborhood taxpay expens joe bide 
"RT @olivernmoody: I recommend reading the article (obviously) but here’s the brief TL;DR, based on conversations with a range of officials,…",True,['@olivernmoody'],[],[], recommend read articl obvious brief tl dr base convers rang offici 
RT @spaceeong: drop chief keef on the russia ukraine border shit would be handled in a few hours,True,['@spaceeong'],[],[], drop chief keef russia ukrain border shit would handl hour
"RT @tomiahonen: Ukraine Thread 24/

As we learned in Impeachment 1 hearings, Giuliani did just that. Got US Ambassador Marie Yovanovich fir…",True,['@tomiahonen'],[],[], ukrain thread  learn impeach  hear giuliani got us ambassador mari yovanovich fir 
"RT @elscottio60: Tucker Carlson says he 'could care less' if people say he's a 'pawn of Putin,' as he echoes Russian propaganda on Ukraine…",True,['@elscottio60'],[],[], tucker carlson say could care less peopl say pawn putin echo russian propaganda ukrain 
RT @CNNConnect: Ukraine's President @ZelenskyyUa wrapped up a press conference updating reporters on his call with President Biden. @beckyC…,True,['@CNNConnect'],"['@ZelenskyyUa', '@beckyC']",[], ukrain presid wrap press confer updat report call presid biden 
First Jewish President of Ukraine Holds ‘Historic’ Meeting With Rabbis - Comedian-turned-politician Volodymyr Zelen… https://t.co/N3nmkyLg5O,False,[],[],[],first jewish presid ukrain hold ‘histor meet rabbi comedian turn politician volodymyr zelen 
"RT @MaximeBernier: BREAKING - Trudeau takes hardline approach against Russia, warns Putin not to invade Ukraine unless soldiers can show va…",True,['@MaximeBernier'],[],[], break trudeau take hardlin approach russia warn putin invad ukrain unless soldier show va 
"RT @Reuters: After weeks of personal public silence on the Ukraine crisis, President Putin said the U.S. and NATO had not addressed Russia'…",True,['@Reuters'],[],[], week person public silenc ukrain crisi presid putin said u nato address russia 
"Ukraine crisis: US ignored Russia's security concerns, Putin says https://t.co/BlJYGdSOxx",False,[],[],[],ukrain crisi us ignor russia secur concern putin say 
RT @TheEconomist: Vladimir Putin may choose to strike Ukraine between the end of the Winter Olympics on February 20th and the spring thaw h…,True,['@TheEconomist'],[],[], vladimir putin may choos strike ukrain end winter olymp februari th spring thaw h 
"RT @russian_market: RUSSIA'S MILITARY BUILDUP NEAR UKRAINE HAS EXPANDED TO INCLUDE SUPPLIES OF BLOOD, IN KEY INDICATOR OF MILITARY READINES…",True,['@russian_market'],[],[], russia militari buildup near ukrain expand includ suppli blood key indic militari readin 
"RT @thehill: Defense Sec. Austin: ""I don't think this is about trusting Putin. This is about our allies trusting us. And so that's really w…",True,['@thehill'],[],[], defens sec austin think trust putin alli trust us realli w 
"RT @RussianEmbassy: FM #Lavrov: President #Zelensky is always welcome in #Russia to discuss 🇷🇺🇺🇦relations. But #Donbass, an internal #Ukrai…",True,['@RussianEmbassy'],[],"['#Lavrov', '#Zelensky', '#Russia', '#Donbass', '#Ukrai']", fm lavrov presid zelenski alway welcom russia discuss 🇷🇺🇺🇦relat donbass intern ukrai 
"@PaulBrandITV You mean the media have talked about nothing else but the friggin cake. What about Ukraine, Afghanist… https://t.co/gSJlBBufdZ",False,[],['@PaulBrandITV'],[], mean media talk noth els friggin cake ukrain afghanist 
@Z00KY @ExogenesisHH A bridge collapsed In Pittsburgh today. I think Biden was there talking about Ukraine.,False,[],"['@Z00KY', '@ExogenesisHH']",[], bridg collaps pittsburgh today think biden talk ukrain 
"RT @ThiaBallerina: We were going to give you a stimulus check, but the Ukraine needs our help. Sorry suckas.",True,['@ThiaBallerina'],[],[], go give stimulu check ukrain need help sorri sucka 
"RT @AlanRMacLeod: Hey guys, look who is loving the Ukraine news! https://t.co/DsUX2xCC2V",True,['@AlanRMacLeod'],[],[], hey guy look love ukrain news 
@ErsanKutsi @ANCA_DC Armenia might send troops to Ukraine next. How is ANCA going weasel their way of that?,False,[],"['@ErsanKutsi', '@ANCA_DC']",[], armenia might send troop ukrain next anca go weasel way 
"RT @ByronYork: A controversial, disputed phone call between president of US and president of Ukraine. Leaks and denials. Now GOP wants to s…",True,['@ByronYork'],[],[], controversi disput phone call presid us presid ukrain leak denial gop want 
RT @TheEconomist: Vladimir Putin may choose to strike Ukraine between the end of the Winter Olympics on February 20th and the spring thaw h…,True,['@TheEconomist'],[],[], vladimir putin may choos strike ukrain end winter olymp februari th spring thaw h 
"RT @JoshMandelOhio: President Trump released his Ukraine call transcript, why won’t Joe Biden?",True,['@JoshMandelOhio'],[],[], presid trump releas ukrain call transcript joe biden 
"RT @zerohedge: EXCLUSIVE-RUSSIA'S MILITARY BUILDUP NEAR UKRAINE HAS EXPANDED TO INCLUDE SUPPLIES OF BLOOD, IN KEY INDICATOR OF MILITARY REA…",True,['@zerohedge'],[],[], exclus russia militari buildup near ukrain expand includ suppli blood key indic militari rea 
RT @BarrySilbert: Russia/Ukraine conflict -&gt; Spike in energy prices -&gt; Higher inflation -&gt; Global recession -&gt; Financial asset repricing -&gt;…,True,['@BarrySilbert'],[],[], russia ukrain conflict gt spike energi price gt higher inflat gt global recess gt financi asset repric gt 
"RT @JackPosobiec: BREAKING: President Zelensky slams Biden after Botched Call 

“I am the President of Ukraine. I am based here. I think I…",True,['@JackPosobiec'],[],[], break presid zelenski slam biden botch call presid ukrain base think 
RT @FinancialTimes: The Pentagon has warned that Russia has now amassed sufficient military assets along the Ukrainian border to launch an…,True,['@FinancialTimes'],[],[], pentagon warn russia amass suffici militari asset along ukrainian border launch 
"RT @RachBlevins: Russia: “We don't want a war”

Ukraine: “An invasion is not imminent”

NATO: There is “no certainty” that Russia plans to…",True,['@RachBlevins'],[],[], russia want war ukrain invas immin nato certainti russia plan 
RT @olivernmoody: How much of the brutal criticism of Germany’s positions on the Ukraine crisis is really justified? I’ve written an essay…,True,['@olivernmoody'],[],[], much brutal critic germani posit ukrain crisi realli justifi written essay 
RT @RonnyJacksonTX: Something IS NOT right with the Biden Administration’s approach to Ukraine. It’s totally illogical. It makes ZERO sense…,True,['@RonnyJacksonTX'],[],[], someth right biden administr approach ukrain total illog make zero sens 
"RT @CNN: Lithuanian Foreign Minister Gabrielius Landsbergis reacts to Germany's position on reinforcing Ukraine and surrounding regions, sa…",True,['@CNN'],[],[], lithuanian foreign minist gabrieliu landsbergi react germani posit reinforc ukrain surround region sa 
RT @RonnyJacksonTX: Something IS NOT right with the Biden Administration’s approach to Ukraine. It’s totally illogical. It makes ZERO sense…,True,['@RonnyJacksonTX'],[],[], someth right biden administr approach ukrain total illog make zero sens 
RT @johncardillo: I believe this is spot on. Biden will go to war over Ukraine rather than have his and Hunter’s corruption their exposed.…,True,['@johncardillo'],[],[], believ spot biden go war ukrain rather hunter corrupt expos 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
"📰 #Newsfeed #SCMP #China 

ChinaAha is looking at this right now:

https://t.co/jlvjHkNExC",False,[],[],"['#Newsfeed', '#SCMP', '#China']",📰 newsfe scmp china chinaaha look right 
RT @EmmaKennedy: Listening to @DavidLammy talking to the expert on Russia who basically summed up how utterly pointless our PM’s visit to U…,True,['@EmmaKennedy'],['@DavidLammy'],[], listen talk expert russia basic sum utterli pointless pm visit u 
"RT @TurboKitty: And it's one, two, three, what are we fighting for?
Don't ask me, I don't give a damn, next stop is Ukraine and
And it's fi…",True,['@TurboKitty'],[],[], one two three fight ask give damn next stop ukrain fi 
RT @EndGameWW3: Britain considering major NATO deployment amid Ukraine crisis https://t.co/HYL3v7VZcd,True,['@EndGameWW3'],[],[], britain consid major nato deploy amid ukrain crisi 
"RT @LordVesconte: This was my time in Chernobyl, Ukraine in 2018 and I bribed the checkpoint guard like $10 to keep the gas mask. I then so…",True,['@LordVesconte'],[],[], time chernobyl ukrain  bribe checkpoint guard like  keep ga mask 
"RT @MaoistBidenism: A lot of this is also the fact that Crimea is no longer a part of Ukraine, which was the heart of pro-Russia sentiment…",True,['@MaoistBidenism'],[],[], lot also fact crimea longer part ukrain heart pro russia sentiment 
"RT @commondreams: As corporate media provides a parade of pro-war politicians and pundits from both the Democratic and Republican parties,…",True,['@commondreams'],[],[], corpor media provid parad pro war politician pundit democrat republican parti 
NATO; must be ready to deploy troops on the Russian border away from the Ukraine. NATO; must be ready to strike Russian Industry.,False,[],[],[],nato must readi deploy troop russian border away ukrain nato must readi strike russian industri 
"RT @tomiahonen: Ukraine Thread 1/

As Ukraine is trending with topics like WWIII and World War 3 - certainly we all hope that ongoing confl…",True,['@tomiahonen'],[],[], ukrain thread  ukrain trend topic like wwiii world war  certainli hope ongo confl 
RT @Reuters: Britain considering major NATO deployment amid Ukraine crisis https://t.co/xsmdcPT24J https://t.co/13DN7gp7nC,True,['@Reuters'],[],[], britain consid major nato deploy amid ukrain crisi 
"RT @nytimes: Breaking News: Russia has enough troops at Ukraine’s borders to invade the whole country, the Pentagon said. The U.S. is makin…",True,['@nytimes'],[],[], break news russia enough troop ukrain border invad whole countri pentagon said u makin 
RT @mhmck: Russia’s invasion of Ukraine is now in its ninth calendar year. The world would be better informed about the war in Europe if we…,True,['@mhmck'],[],[], russia invas ukrain ninth calendar year world would better inform war europ 
"@MercedesGlobal How has diplomacy been going for the past 8 years? Crimea annexed,  eastern Ukraine invaded and occ… https://t.co/Y5wX9J4Icw",False,[],['@MercedesGlobal'],[], diplomaci go past  year crimea annex eastern ukrain invad occ 
RT @shieldintel: 🇷🇺⚡️🇺🇦🇺🇲 Biden is so committed to supporting Ukraine that he’s doing exactly what the Ukrainian government is urging him n…,True,['@shieldintel'],[],[], 🇷🇺⚡️🇺🇦🇺🇲 biden commit support ukrain exactli ukrainian govern urg n 
"KhrushchOV (or even khrushchyov)- it's basic respect to learn to pronounce people's names properly!🙄
and he was lea… https://t.co/ZhJn5u59Jb",False,[],[],[],khrushchov even khrushchyov basic respect learn pronounc peopl name properli 🙄 lea 
"@FoxNews What is Trump’s position on Russia invading Ukraine. Let’s guess, he plans to blame Biden and say we shoul… https://t.co/xnEsjgfgrq",False,[],['@FoxNews'],[], trump posit russia invad ukrain let guess plan blame biden say shoul 
"Putin made very clear in a July 2021 historical essay of 7,000 words that Ukraine is just a ""borderland"" of the Mos… https://t.co/o8xkXIK1yi",False,[],[],[],putin made clear juli  histor essay   word ukrain borderland mo 
"RT @BrunoTertrais: ""the Russian president had told Mr. Macron that 'he was the only person with whom he could have such profound discussion…",True,['@BrunoTertrais'],[],[], russian presid told mr macron person could profound discuss 
The most important take-away from the situation in Ukraine is that European countries need to invest far more in th… https://t.co/bDapcMrB1f,False,[],[],[],import take away situat ukrain european countri need invest far th 
"RT @McFaul: For most of its post-Cold War history, NATO, including the US in Europe, was decommissioning weapons and drawing down forces, n…",True,['@McFaul'],[],[], post cold war histori nato includ us europ decommiss weapon draw forc n 
RT @EmmaKennedy: Listening to @DavidLammy talking to the expert on Russia who basically summed up how utterly pointless our PM’s visit to U…,True,['@EmmaKennedy'],['@DavidLammy'],[], listen talk expert russia basic sum utterli pointless pm visit u 
"@paulofthepool Yes, he needs to know when Putin wants the UK to attack Ukraine.",False,[],['@paulofthepool'],[], ye need know putin want uk attack ukrain 
"RT @danhill2011: If Texas changed its name to ""Ukraine"" would Biden begin to care about our southern border?",True,['@danhill2011'],[],[], texa chang name ukrain would biden begin care southern border 
"RT @MintPressNews: While the media beat the drums of war against Russia over Ukraine, the US-Saudi-UAE led coalition blocked Yemen's Intern…",True,['@MintPressNews'],[],[], media beat drum war russia ukrain us saudi uae led coalit block yemen intern 
RT @theMRC: Ukraine's president reportedly had to tell Joe Biden to stop talking about the possibility of an imminent invasion from Russia.…,True,['@theMRC'],[],[], ukrain presid reportedli tell joe biden stop talk possibl immin invas russia 
"RT @ASBMilitary: UKRAINE: ""The West has another goal, a strategic one. The West has long decided to use Ukraine as a foothold, which is unf…",True,['@ASBMilitary'],[],[], ukrain west anoth goal strateg one west long decid use ukrain foothold unf 
RT @13sarahmurphy: Absolutely laughable - and deeply obnoxious - that Johnson thinks he can swan into Ukraine to earn some statesman points…,True,[],[],[],rt sarahmurphi absolut laughabl deepli obnoxi johnson think swan ukrain earn statesman point 
@Kenneth01544660 Because Ukraine was forced to give up their nukes or Russia wouldn’t even be posturing,False,[],['@Kenneth01544660'],[], ukrain forc give nuke russia even postur
RT @RonnyJacksonTX: Something IS NOT right with the Biden Administration’s approach to Ukraine. It’s totally illogical. It makes ZERO sense…,True,['@RonnyJacksonTX'],[],[], someth right biden administr approach ukrain total illog make zero sens 
"RT @tripgabriel: Interesting analysis: perceiving the West was weak after Afghanistan, Putin thought he could seize Ukraine with minimal ri…",True,['@tripgabriel'],[],[], interest analysi perceiv west weak afghanistan putin thought could seiz ukrain minim ri 
RT @usosce: Crimea-related sanctions will remain in place until 🇷🇺 returns full control of the peninsula to 🇺🇦. We also join our partners i…,True,['@usosce'],[],[], crimea relat sanction remain place 🇷🇺 return full control peninsula 🇺🇦 also join partner 
RT @Military_Alerts: #Japan is planning to #evacuate some of its Embassy staff from #Ukraine amid tensions in the region according to a #Ja…,True,['@Military_Alerts'],[],"['#Japan', '#evacuate', '#Ukraine', '#Ja']", japan plan evacu embassi staff ukrain amid tension region accord ja 
"RT @KremlinTrolls: BREAKING: Britain considering major #NATO deployment amid #Ukraine crisis
https://t.co/jwIfi6dlj5",True,['@KremlinTrolls'],[],"['#NATO', '#Ukraine']", break britain consid major nato deploy amid ukrain crisi 
"RT @JackPosobiec: Zelensky Says Ukraine Lost Almost $500 Million to Biden War Hype: ‘We Don’t Need This Panic’
https://t.co/X9r5NmvoIu",True,['@JackPosobiec'],[],[], zelenski say ukrain lost almost  million biden war hype ‘we need panic 
"RT @nolanwpeterson: In June of 2015 I interviewed 19-y/o Ukrainian soldier Daniel Kasyanenko on the front lines in eastern Ukraine. 

He wa…",True,['@nolanwpeterson'],[],[], june  interview  ukrainian soldier daniel kasyanenko front line eastern ukrain wa 
"RT @Joyce_Karam: Significant: Long Convoy of #Russia Fueling &amp; Pipeline spotted in Krasnodar, SW, not too far from #Ukraine. 

Another warn…",True,['@Joyce_Karam'],[],"['#Russia', '#Ukraine']", signific long convoy russia fuel amp pipelin spot krasnodar sw far ukrain anoth warn 
"RT @MarshaBlackburn: Last night, the Democrats showed the world they do not view Russia as a threat. Now, Russia just launched a massive cy…",True,['@MarshaBlackburn'],[],[], last night democrat show world view russia threat russia launch massiv cy 
"RT @ljmontello: Nearly 4000 people died from Covid today again while a bridge collapsed in Pittsburgh.

But instead of fixing any of those…",True,['@ljmontello'],[],[], nearli  peopl die covid today bridg collaps pittsburgh instead fix 
