tweet,is_retweet,retweeted,mentioned,hashtags,clean_tweet
"Newspaper headlines: Sunak 'wins tug-of-war' over NI Tory tax hike as rise confirmed - https://t.co/C4L1eEYwJe{ 
Im… https://t.co/TM6QWItZXD",False,[],[],[],newspap headlin sunak win tug war ni tori tax hike rise confirm im 
"RT @nolanwpeterson: In June of 2015 I interviewed 19-y/o Ukrainian soldier Daniel Kasyanenko on the front lines in eastern Ukraine. 

He wa…",True,['@nolanwpeterson'],[],[], june  interview  ukrainian soldier daniel kasyanenko front line eastern ukrain wa 
Hey @JoeBiden if you want to start a Fake War with Russia send all those illegal 16 y/o males to Ukraine and see what they got. 🤪,False,[],['@JoeBiden'],[],hey want start fake war russia send illeg  male ukrain see got 🤪
RT @RonnyJacksonTX: Something IS NOT right with the Biden Administration’s approach to Ukraine. It’s totally illogical. It makes ZERO sense…,True,['@RonnyJacksonTX'],[],[], someth right biden administr approach ukrain total illog make zero sens 
RT @Patrici89225734: I believe the liar is now off to Ukraine! For god's sake someone stop him remember when he was Foreign Secretary and a…,True,['@Patrici89225734'],[],[], believ liar ukrain god sake someon stop rememb foreign secretari 
RT @HoroscopeOfUSA: Explaining NATO and Ukraine: How a 30-year-old debate still drives Putin today : NPR #SaturnReturn    https://t.co/4xNl…,True,['@HoroscopeOfUSA'],[],['#SaturnReturn'], explain nato ukrain  year old debat still drive putin today npr saturnreturn 
RT @Billbrowder: The simplest way to deter Putin from invading Ukraine is to freeze the assets of the Russian oligarchs who hold his money…,True,['@Billbrowder'],[],[], simplest way deter putin invad ukrain freez asset russian oligarch hold money 
@SenMarkKelly VIDEO OF PROOF THAT THE BIDEN MAFIA CORRUPTION HAS TAKEN OVER 31 MILLION DOLLARS IN BRIBES FROM UKRAI… https://t.co/PYkcOU3c8a,False,[],['@SenMarkKelly'],[], video proof biden mafia corrupt taken  million dollar bribe ukrai 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
"RT @Acosta: French Ambassador to the US @Ph_Etienne just joined us and said there would be ""massive consequences"" if Russia invades Ukraine…",True,['@Acosta'],['@Ph_Etienne'],[], french ambassador us join us said would massiv consequ russia invad ukrain 
"Johnson will sacrifice anyone or anything to stay in power. 

He was prepared to sacrifice peace in N Ireland to wi… https://t.co/s4PBUHvnGU",False,[],[],[],johnson sacrific anyon anyth stay power prepar sacrific peac n ireland wi 
"RT @marcywinograd: Join #CODEPINK  Tues., Feb. 1st, 11:30-1 PM, Ferry Bldg., San Francisco, at foot of Market Street
Protest @SpeakerPelosi…",True,['@marcywinograd'],['@SpeakerPelosi'],['#CODEPINK'], join codepink tue feb st    pm ferri bldg san francisco foot market street protest 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
@Ukraine The confidence i- https://t.co/YazOn7a4id,False,[],['@Ukraine'],[], confid 
@astroehlein The ukraine,False,[],['@astroehlein'],[], ukrain
RT @leonidragozin: Ukraine is directly accusing the US of spreading disinfo,True,['@leonidragozin'],[],[], ukrain directli accus us spread disinfo
Britain’s activism in Ukraine crisis rattles Paris and Berlin: French and German officials wary that London’s asser… https://t.co/jMh0S8KgTi,False,[],[],[],britain activ ukrain crisi rattl pari berlin french german offici wari london asser 
"Says @lyndon_chaney. Let me ask you one question 🙋‍♂️ 

🗣 How much do you know about the #EU, #Ukraine and #Russia… https://t.co/07N5pQZMMH",False,[],['@lyndon_chaney'],"['#EU', '#Ukraine', '#Russia']",say let ask one question 🙋‍♂️ 🗣 much know eu ukrain russia 
"RT @hapai_mountain: 1 of 2 . . .  Susan Collins calls Biden's SCOTUS nomination process ""clumsy."" But nothing was more clumsy than Susan Co…",True,['@hapai_mountain'],[],[],   susan collin call biden scotu nomin process clumsi noth clumsi susan co 
"RT @JackPosobiec: BREAKING: We have recovered the Ukraine call report that @JakeTapper and CNN just deleted 

Please DO NOT RT this as they…",True,['@JackPosobiec'],['@JakeTapper'],[], break recov ukrain call report cnn delet pleas rt 
Ukraine’s Zelensky’s message is don’t panic. That’s making the West antsy. https://t.co/2XEa9Gqpjq,False,[],[],[],ukrain zelenski messag panic make west antsi 
"RT @konrad_muzyka: Russia deploys elements of 10 army groups and an army corps near Ukraine. Of those, only 3 are permanently stationed to…",True,['@konrad_muzyka'],[],[], russia deploy element  armi group armi corp near ukrain  perman station 
"@drunk_cachallot @Andy_Scollick @IntelCrab Yes and no.

There have actually been quite a few recent videos of Russi… https://t.co/CKrTxjvKQ5",False,[],"['@drunk_cachallot', '@Andy_Scollick', '@IntelCrab']",[], ye actual quit recent video russi 
"RT @A_SHEKH0VTS0V: Pay attention to a new Kremlin narrative on the Ukraine war: Russia does not want to wage war on Ukraine, but the West _…",True,['@A_SHEKH0VTS0V'],[],[], pay attent new kremlin narr ukrain war russia want wage war ukrain west 
"RT @paulwaugh: As @BorisJohnson pushes himself as a friend of Ukraine, worth remembering that he was accused of being 'Putin's apologist' i…",True,['@paulwaugh'],['@BorisJohnson'],[], push friend ukrain worth rememb accus putin apologist 
RT @markmackinnon: A small rally on Maidan in Kyiv to thank foreign countries for the military and economic aid they have delivered to Ukra…,True,['@markmackinnon'],[],[], small ralli maidan kyiv thank foreign countri militari econom aid deliv ukra 
Wish I understood why NATO is so adamant about Eastern expansion; is Ukraine even a vital strategic influence? And… https://t.co/Ja0EhvbX0L,False,[],[],[],wish understood nato adam eastern expans ukrain even vital strateg influenc 
RT @Billbrowder: The simplest way to deter Putin from invading Ukraine is to freeze the assets of the Russian oligarchs who hold his money…,True,['@Billbrowder'],[],[], simplest way deter putin invad ukrain freez asset russian oligarch hold money 
"RT @Forbes: UKRAINE: Ukrainians in Kyiv hold a ""Thank You"" rally for nations that have offered help as the Russia threat looms. https://t.c…",True,['@Forbes'],[],[], ukrain ukrainian kyiv hold thank ralli nation offer help russia threat loom 
RT @SecBlinken: Nothing about Ukraine without Ukraine.,True,['@SecBlinken'],[],[], noth ukrain without ukrain 
"RT @alexhallhall: On this basis, German annexation of Sudetenland fine? Chinese claims on Taiwan fine? Independent countries must bow to wh…",True,['@alexhallhall'],[],[], basi german annex sudetenland fine chines claim taiwan fine independ countri must bow wh 
"RT @PressTV: US senators close to approving 'mother of all sanctions' against Russia

https://t.co/9RKWEkkiut",True,['@PressTV'],[],[], us senat close approv mother sanction russia 
The Ukraine crisis reminds me of the old-fashioned divide among American strategists and scholarship-- between thos… https://t.co/tkLEcOY2oF,False,[],[],[],ukrain crisi remind old fashion divid among american strategist scholarship tho 
RT @TheWire2: Literally nobody wants to invade Russia. Ukraine is not going to invade Russia. NATO is not going to invade Russia. Russia is…,True,['@TheWire2'],[],[], liter nobodi want invad russia ukrain go invad russia nato go invad russia russia 
"RT @HouseGOP: In 2016, Joe Biden said Nord Stream 2 would “fundamentally destabilize Ukraine.”

President Biden then proceeded to lobby FOR…",True,['@HouseGOP'],[],[],  joe biden said nord stream  would fundament destabil ukrain presid biden proceed lobbi 
"RT @shaunwalker7: The US/Ukraine briefing war continues:

US officials tell Reuters/CNN Russia moving supplies of blood to frontline

UKR d…",True,['@shaunwalker7'],[],[], us ukrain brief war continu us offici tell reuter cnn russia move suppli blood frontlin ukr 
RT @POTUS: I spoke with Ukrainian President Zelenskyy to discuss our coordinated diplomatic efforts and reaffirm our support for Ukraine’s…,True,['@POTUS'],[],[], spoke ukrainian presid zelenskyy discuss coordin diplomat effort reaffirm support ukrain 
"RT @brithume: Not a single advocate of a US war over Ukraine is cited by name, let alone quoted, in this article.  https://t.co/lFL6L6hWOx",True,['@brithume'],[],[], singl advoc us war ukrain cite name let alon quot articl 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
"RT @mtracey: Ukraine president just blamed the US for stoking ""panic"" about an allegedly imminent Russian invasion, and insists that the si…",True,['@mtracey'],[],[], ukrain presid blame us stoke panic allegedli immin russian invas insist si 
"RT @ColumbiaBugle: President Trump Calling Out Biden &amp; Washington For Focusing On Ukraine's Border Instead Of America's Border

""It's alway…",True,['@ColumbiaBugle'],[],[], presid trump call biden amp washington focus ukrain border instead america border alway 
RT @mhmck: Devastating sanctions imposed on the Putin regime now and weapons delivered to Ukraine now will prevent an offensive by aggresso…,True,['@mhmck'],[],[], devast sanction impos putin regim weapon deliv ukrain prevent offens aggresso 
"RT @andersostlund: @PaulNiland @cepa I challenge news media who use the phrase ""Russia-backed separatists"" to find traces of such a movemen…",True,['@andersostlund'],"['@PaulNiland', '@cepa']",[], challeng news media use phrase russia back separatist find trace movemen 
RT @ajamubaraka: The democrats continue to expose their class agenda with Ukraine. Workers are still lining up at food banks &amp; families who…,True,['@ajamubaraka'],[],[], democrat continu expos class agenda ukrain worker still line food bank amp famili 
"RT @INVESTMENTSHULK: WITH TRUDEAU IN HIDING AND EUROPEAN POWERS FOCUSED ON THE UKRAINE, NOW WOULD BE PERFECT WINDOW FOR THE U.S. TO SEIZE A…",True,['@INVESTMENTSHULK'],[],[], trudeau hide european power focus ukrain would perfect window u seiz 
RT @HayekAndKeynes: Russia max annex the Russian speaking eastern region of Ukraine just like they did in Crimea (ultimately with no real r…,True,['@HayekAndKeynes'],[],[], russia max annex russian speak eastern region ukrain like crimea ultim real r 
Most people leave Ukraine's frontline villages amid war tensions with Ru... https://t.co/fQPsTekgO4 via @YouTube,False,[],['@YouTube'],[],peopl leav ukrain frontlin villag amid war tension ru via 
"RT @jsandersbrumit: ""Regimes that rule by fear live in fear."" https://t.co/5OucGVhwjt",True,['@jsandersbrumit'],[],[], regim rule fear live fear 
This is propaganda. The US screams about an imminent invasion and Germany offers Ukraine some helmets. https://t.co/piM8IjgkBQ,False,[],[],[],propaganda us scream immin invas germani offer ukrain helmet 
RT @Consortiumnews: Checkmate in Ukraine https://t.co/A8K0AG2oU2,True,['@Consortiumnews'],[],[], checkmat ukrain 
"RT @ColumbiaBugle: President Trump Calling Out Biden &amp; Washington For Focusing On Ukraine's Border Instead Of America's Border

""It's alway…",True,['@ColumbiaBugle'],[],[], presid trump call biden amp washington focus ukrain border instead america border alway 
Russia denies it plans to invade Ukraine. Putin&amp;#8217;s remaining options are still risky https://t.co/efsY7v3bHT p… https://t.co/mnM9xui7k3,False,[],[],[],russia deni plan invad ukrain putin amp  remain option still riski p 
All youse Tories allegedly bothered about Ukraine yet turn a blind eye to the amount of Russian money in London. We see you. #johnsonout,False,[],[],['#johnsonout'],yous tori allegedli bother ukrain yet turn blind eye amount russian money london see johnsonout
"RT @yarotrof: Eastern Ukraine’s largest city almost fell to Russian proxies in 2014. Now, the mood has shifted dramatically because residen…",True,['@yarotrof'],[],[], eastern ukrain largest citi almost fell russian proxi  mood shift dramat residen 
RT @thehill: #BREAKING: Democratic rep tests positive for COVID-19 upon return from Ukraine trip https://t.co/WO1p1ctrMI https://t.co/Asl4q…,True,['@thehill'],[],['#BREAKING'], break democrat rep test posit covid  upon return ukrain trip 
"RT @UncvrngTheTruth: Susan Collins ""hasn't ruled out"" supporting Trump in '24. She said we're a ""long ways from 2024."" Spineless! She block…",True,['@UncvrngTheTruth'],[],[], susan collin rule support trump  said long way  spineless block 
Weekend Update: President Biden Works to Prevent Russia/Ukraine War - SNL https://t.co/QhYBDhE894 via @YouTube,False,[],['@YouTube'],[],weekend updat presid biden work prevent russia ukrain war snl via 
"RT @Russian_Starr: All eyes are on Ukraine, but Russia is also occupying parts of Georgia 🇬🇪 and some officials there are concerned the int…",True,['@Russian_Starr'],[],[], eye ukrain russia also occupi part georgia 🇬🇪 offici concern int 
"Ominous phrase of the day: ""military lifestyle brand.""

Encountered here: https://t.co/t2Vbqwet5z",False,[],[],[],omin phrase day militari lifestyl brand encount 
"RT @andersostlund: They are not ""Russia-backed separatists"" in Donbass. They were created by, and are controlled by, Russia. Time to kill t…",True,['@andersostlund'],[],[], russia back separatist donbass creat control russia time kill 
"RT @Russian_Starr: All eyes are on Ukraine, but Russia is also occupying parts of Georgia 🇬🇪 and some officials there are concerned the int…",True,['@Russian_Starr'],[],[], eye ukrain russia also occupi part georgia 🇬🇪 offici concern int 
RT @leonidragozin: Ukraine is directly accusing the US of spreading disinfo,True,['@leonidragozin'],[],[], ukrain directli accus us spread disinfo
RT @leonidragozin: Ukraine is directly accusing the US of spreading disinfo,True,['@leonidragozin'],[],[], ukrain directli accus us spread disinfo
"RT @PaulaChertok: ""Tucker Carlson is a mouth piece for Russian propaganda. He's a gift from heaven for Putin. He's not pro-Russia, he's pro…",True,['@PaulaChertok'],[],[], tucker carlson mouth piec russian propaganda gift heaven putin pro russia pro 
RT @leonidragozin: Ukraine is directly accusing the US of spreading disinfo,True,['@leonidragozin'],[],[], ukrain directli accus us spread disinfo
@Callum_Thomas Ukraine sovereign bonds caught a bid as well.,False,[],['@Callum_Thomas'],[], ukrain sovereign bond caught bid well 
"RT @mrsDugskullery: When Boris Johnson gets to Ukraine, what do you think he will dress up as ?
Army, Navy or Air Force ?

My guess ....he'…",True,['@mrsDugskullery'],[],[], bori johnson get ukrain think dress armi navi air forc guess 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
@RepGosar VIDEO OF PROOF THAT THE BIDEN MAFIA CORRUPTION HAS TAKEN OVER 31 MILLION DOLLARS IN BRIBES FROM UKRAINE &amp;… https://t.co/iFCild2PmZ,False,[],['@RepGosar'],[], video proof biden mafia corrupt taken  million dollar bribe ukrain amp 
RT @marcywinograd: Here’s a look at US complicity with neo-Nazis in #Ukraine to overthrow the democratically-elected govt. in 2014. @Speake…,True,['@marcywinograd'],['@Speake'],['#Ukraine'], look us complic neo nazi ukrain overthrow democrat elect govt  
"RT @kennardmatt: Ukraine’s president calls on West to stop the hysteria about an imminent Russian invasion, the threat of which, he says, i…",True,['@kennardmatt'],[],[], ukrain presid call west stop hysteria immin russian invas threat say 
"RT @Spottydog_: Just as Johnson thinks Ukraine will save his skin, up pops Arcuri again.

Forget ‘Cash for Questions’, now it’s ‘Fucks for…",True,['@Spottydog_'],[],[], johnson think ukrain save skin pop arcuri forget ‘cash question ‘fuck 
"RT @mtracey: Ukraine president just blamed the US for stoking ""panic"" about an allegedly imminent Russian invasion, and insists that the si…",True,['@mtracey'],[],[], ukrain presid blame us stoke panic allegedli immin russian invas insist si 
@ManleyWomenRock @DailyHiveVan It's not about anything that you say. Canada is involved with Ukraine and Russia has… https://t.co/CU3tlugOoM,False,[],"['@ManleyWomenRock', '@DailyHiveVan']",[], anyth say canada involv ukrain russia 
"@kylekemper @CharlieAngusNDP From Ukraine to Ottawa, I'm hearing a lot of ""a few Nazis is no big deal,"" lol",False,[],"['@kylekemper', '@CharlieAngusNDP']",[], ukrain ottawa hear lot nazi big deal lo
"RT @shaunwalker7: The US/Ukraine briefing war continues:

US officials tell Reuters/CNN Russia moving supplies of blood to frontline

UKR d…",True,['@shaunwalker7'],[],[], us ukrain brief war continu us offici tell reuter cnn russia move suppli blood frontlin ukr 
It seems like they care more about Ukraine border than our border smh head 🤦🏾‍♂️🤦🏽‍♂️🤦🏿‍♂️,False,[],[],[],seem like care ukrain border border smh head 🤦🏾‍♂️🤦🏽‍♂️🤦🏿‍♂️
"RT @anneapplebaum: For everybody asking why there can't be a ""sphere of neutrality"" between NATO and Russia, please remember: 
There IS a ""…",True,['@anneapplebaum'],[],[], everybodi ask sphere neutral nato russia pleas rememb 
"RT @mamaprogressive: Gosh, doesn’t the Ukraine understand that Joe Biden needs a war to cover-up his inadequacies? https://t.co/xjmJOqR0Z1",True,['@mamaprogressive'],[],[], gosh ukrain understand joe biden need war cover inadequaci 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
"RT @CraigMurrayOrg: ""Putin is going to invade Ukraine"" is the new ""Saddam can deploy WMD in 45 mins"".

And precisely the same mainstream me…",True,['@CraigMurrayOrg'],[],[], putin go invad ukrain new saddam deploy wmd  min precis mainstream 
"RT @newsmax: Ukraine’s ambassador to the United States warned Sunday that “nobody’s safe” if Russia invades Ukraine.

 https://t.co/7hcdIs0…",True,['@newsmax'],[],[], ukrain ambassador unit state warn sunday nobodi safe russia invad ukrain 
"RT @shaunwalker7: The US/Ukraine briefing war continues:

US officials tell Reuters/CNN Russia moving supplies of blood to frontline

UKR d…",True,['@shaunwalker7'],[],[], us ukrain brief war continu us offici tell reuter cnn russia move suppli blood frontlin ukr 
"RT @Kateryna_Kruk: If #Russia stops fighting, there will be no more war. If #Ukraine stops fighting, there will be no more #Ukraine... http…",True,['@Kateryna_Kruk'],[],"['#Russia', '#Ukraine', '#Ukraine']", russia stop fight war ukrain stop fight ukrain 
"RT @mtracey: Ukraine president just blamed the US for stoking ""panic"" about an allegedly imminent Russian invasion, and insists that the si…",True,['@mtracey'],[],[], ukrain presid blame us stoke panic allegedli immin russian invas insist si 
"RT @dccra: Specifically, support for Ukraine was removed from the GOP platform during the 2016 RNC.",True,['@dccra'],[],[], specif support ukrain remov gop platform  rnc 
"RT @KenRoth: French President Macron claims he ""has engaged with President Abdel Fattah el-Sisi of Egypt and Crown Prince Mohammed bin Salm…",True,['@KenRoth'],[],[], french presid macron claim engag presid abdel fattah el sisi egypt crown princ moham bin salm 
"France plans to send several hundred soldiers to Romania as part of a possible deployment on #NATO’s eastern flank,… https://t.co/a8nbUqtSJ1",False,[],[],['#NATO'],franc plan send sever hundr soldier romania part possibl deploy nato eastern flank 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
RT @patrickwintour: From a wide-ranging report by the Centre for American Progress - a think tank close to the Biden administration - on wh…,True,['@patrickwintour'],[],[], wide rang report centr american progress think tank close biden administr wh 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
RT @leonidragozin: Ukraine is directly accusing the US of spreading disinfo,True,['@leonidragozin'],[],[], ukrain directli accus us spread disinfo
RT @leonidragozin: Ukraine is directly accusing the US of spreading disinfo,True,['@leonidragozin'],[],[], ukrain directli accus us spread disinfo
"RT @theragex: 💥🇵🇱🇺🇦Poland became the fourth country to start supplying arms to Ukraine.  A couple of minutes ago, a transport aircraft CASA…",True,['@theragex'],[],[], 💥🇵🇱🇺🇦poland becam fourth countri start suppli arm ukrain coupl minut ago transport aircraft casa 
RT @ryangrim: Biden is in the process of starving and freezing to death millions of people in Afghanistan and there’s war fever over Ukrain…,True,['@ryangrim'],[],[], biden process starv freez death million peopl afghanistan war fever ukrain 
"RT @rogerlorton: Russia's concerns?
Paranoia, more like @KremlinRussia_E 
https://t.co/axCjqcHW11",True,['@rogerlorton'],['@KremlinRussia_E'],[], russia concern paranoia like 
"France plans to send several hundred soldiers to Romania as part of a possible deployment on #NATO’s eastern flank,… https://t.co/05PGX3gKMK",False,[],[],['#NATO'],franc plan send sever hundr soldier romania part possibl deploy nato eastern flank 
"RT @Porter_Anderson: Media: @Kasparov63 to @Acosta: #Putin ""never asks 'Why?' He asks 'Why not?' So what can stop Putin from attacking #Ukr…",True,['@Porter_Anderson'],"['@Kasparov63', '@Acosta']","['#Putin', '#Ukr']", media putin never ask ask stop putin attack ukr 
RT @leonidragozin: Ukraine is directly accusing the US of spreading disinfo,True,['@leonidragozin'],[],[], ukrain directli accus us spread disinfo
@jermdoggity @Acewarr10r @liminal_samsara @notkavi Again the far right have a tiny presence in Ukraine but you buil… https://t.co/yRZvMkBwTx,False,[],"['@jermdoggity', '@Acewarr10r', '@liminal_samsara', '@notkavi']",[], far right tini presenc ukrain buil 
"@astroehlein A Ukraine, one of many",False,[],['@astroehlein'],[], ukrain one mani
RT @ArmedForcesUkr: Ukraine! Donbass! 🇺🇦 https://t.co/QKHlUV4XM1,True,['@ArmedForcesUkr'],[],[], ukrain donbass 🇺🇦 
@Emilyfo04914299 Liberal Party obviously gave him the green light to mouthpiece this weekend…interesting in itself.… https://t.co/rBZooiOAuv,False,[],['@Emilyfo04914299'],[], liber parti obvious gave green light mouthpiec weekend interest 
"RT @hardhatintellec: New York times always been transparent and reliable. Just ask their hero Walter Duranty, who lied for the Stalin regim…",True,['@hardhatintellec'],[],[], new york time alway transpar reliabl ask hero walter duranti lie stalin regim 
"RT @shashj: How big is Russia's military build-up around Ukraine? ""Add them all up and Russia may have more than 130,000 troops in place...…",True,['@shashj'],[],[], big russia militari build around ukrain add russia may   troop place 
"Russia, U.S. Clash at UN Over Ukraine Crisis https://t.co/y7RNAnEyat",False,[],[],[],russia u clash un ukrain crisi 
RT @Billbrowder: Kremlin Freaks at Plan to Seize Russian Oligarchs’ London Properties Over Ukraine. Good. It means we’re hitting them where…,True,['@Billbrowder'],[],[], kremlin freak plan seiz russian oligarch london properti ukrain good mean hit 
RT @calxandr: Putin's impunity in occupying Belarus &amp; threatening to re-invade Ukraine derive from US &amp; allied failure to hold Pakistan to…,True,['@calxandr'],[],[], putin impun occupi belaru amp threaten invad ukrain deriv us amp alli failur hold pakistan 
"RT @commentsooc: ukraine-russia, girlsplained 🧵 https://t.co/aKaV1cVWrt",True,['@commentsooc'],[],[], ukrain russia girlsplain 🧵 
"RT @IndyVoices: Ukraine’s president, Volodymyr Zelenskiy, is a lone voice of reason in stand-off with Russia | @marydejevsky https://t.co/w…",True,['@IndyVoices'],['@marydejevsky'],[], ukrain presid volodymyr zelenskiy lone voic reason stand russia 
RT @MrDash109: Canada would still have a seat at the the UN Security Council to discuss the Ukraine/Russia crisis with other world leaders…,True,['@MrDash109'],[],[], canada would still seat un secur council discuss ukrain russia crisi world leader 
RT @desiliberty: @Cernovich Had no clue about it till I chanced upon the memorial in Ukraine last year https://t.co/v3cSnnn2Gs,True,['@desiliberty'],['@Cernovich'],[], clue till chanc upon memori ukrain last year 
RT @john_sipher: “The Russian people do not control their state: they are subjects. But the Ukrainian people do control theirs: they are ci…,True,['@john_sipher'],[],[], russian peopl control state subject ukrainian peopl control ci 
"Dear @JoeBiden, instead of sending troops to Ukraine, please invade Canada. Our friends to the north need liberated… https://t.co/1xDSACVzsO",False,[],['@JoeBiden'],[],dear instead send troop ukrain pleas invad canada friend north need liber 
"@ABeardedPanda Like, we know from history when the U.S. wants to go to war - IT WILL GO TO WAR. We will find a reas… https://t.co/TukNk9F6LW",False,[],['@ABeardedPanda'],[], like know histori u want go war go war find rea 
"@RonFilipkowski Word on the street is that they had to tell Trump where Ukraine was on the globe. That’s your genius, @CawthornforNC?",False,[],"['@RonFilipkowski', '@CawthornforNC']",[], word street tell trump ukrain globe geniu 
RT @TatAtfender: Several Western leaders &amp; foreign ministers are scheduled to visit Kyiv in the coming days in a flurry of diplomatic activ…,True,['@TatAtfender'],[],[], sever western leader amp foreign minist schedul visit kyiv come day flurri diplomat activ 
"RT @JuliaDavisNews: Angered by the U.S. response to Russian aggression in Ukraine, with the “mother of all sanctions” on the horizon, Russi…",True,['@JuliaDavisNews'],[],[], anger u respons russian aggress ukrain mother sanction horizon russi 
"RT @AP: Talks to stave off the threat of war in Eastern Europe have moved to the United Nations Security Council, but Russia dismissed the…",True,['@AP'],[],[], talk stave threat war eastern europ move unit nation secur council russia dismiss 
"RT @thevivafrei: Coward @JustinTrudeau in hiding, worrying about Ukraine’s “territorial integrity” while simultaneously violating Canadians…",True,['@thevivafrei'],['@JustinTrudeau'],[], coward hide worri ukrain territori integr simultan violat canadian 
"RT @mog7546: Kremlin Freaks at Plan to Seize Russian Oligarchs’ London Properties Over Ukraine

Britain appears to have zeroed in on the Kr…",True,['@mog7546'],[],[], kremlin freak plan seiz russian oligarch london properti ukrain britain appear zero kr 
"RT @thevivafrei: Coward @JustinTrudeau in hiding, worrying about Ukraine’s “territorial integrity” while simultaneously violating Canadians…",True,['@thevivafrei'],['@JustinTrudeau'],[], coward hide worri ukrain territori integr simultan violat canadian 
RT @BWallArthur: Listening to Liz Truss talk about Ukraine and Russia and I just can't help but think 'oh my god is this really what is rep…,True,['@BWallArthur'],[],[], listen liz truss talk ukrain russia help think oh god realli rep 
"RT @AP: BREAKING: The Russian government has sent a written response to a U.S. proposal aimed at deescalating the Ukraine crisis, according…",True,['@AP'],[],[], break russian govern sent written respons u propos aim deescal ukrain crisi accord 
"RT @globalnews: WATCH LIVE: Canada's parliament holds debate on the situation in Ukraine.

https://t.co/1iVBRBMn9N",True,['@globalnews'],[],[], watch live canada parliament hold debat situat ukrain 
"RT @CawthornforNC: Maybe if our southern border identified as Ukraine's border, our leaders would care about protecting it.",True,['@CawthornforNC'],[],[], mayb southern border identifi ukrain border leader would care protect 
Information warfare is used to influence the target country's population. With messageing then shorting their marke… https://t.co/8LrMSqPHD2,False,[],[],[],inform warfar use influenc target countri popul messag short mark 
@StanleySBill Not much of a reassurance for Ukraine as both Polish and British PMs do not have reputation for being truthful and reliable.,False,[],['@StanleySBill'],[], much reassur ukrain polish british pm reput truth reliabl 
"RT @IAPonomarenko: BREAKING!
Now 🇵🇱Poland says it will provide 🇺🇦Ukraine with humanitarian assistance and also weaponry, including air defe…",True,['@IAPonomarenko'],[],[], break 🇵🇱poland say provid 🇺🇦ukrain humanitarian assist also weaponri includ air defe 
"RT @TheEconomist: Russia may have more than 130,000 troops in place https://t.co/CnN9w5jFLm",True,['@TheEconomist'],[],[], russia may   troop place 
"RT @thevivafrei: Coward @JustinTrudeau in hiding, worrying about Ukraine’s “territorial integrity” while simultaneously violating Canadians…",True,['@thevivafrei'],['@JustinTrudeau'],[], coward hide worri ukrain territori integr simultan violat canadian 
"RT @InsiderIntl: The US embassy in Kyiv has urged Americans living in Ukraine to leave amid rising fears of a Russian invasion.

Yet severa…",True,['@InsiderIntl'],[],[], us embassi kyiv urg american live ukrain leav amid rise fear russian invas yet severa 
"RT @SamRamani2: #Ukraine 🇺🇦 and #Greece 🇬🇷's foreign ministers spoke today

Ukraine asked Greece to leverage its bilateral relations with #…",True,['@SamRamani2'],[],"['#Ukraine', '#Greece']", ukrain 🇺🇦 greec 🇬🇷 foreign minist spoke today ukrain ask greec leverag bilater relat 
RT @wookietim: @smc429 The ability to keep its pipelines without having to basically pay rent for them. Russian oil is how it stays relevan…,True,['@wookietim'],['@smc429'],[], abil keep pipelin without basic pay rent russian oil stay relevan 
"RT @jeremycorbyn: Any war on the border between Russia and Ukraine will be a disaster for peace across all of the continent of Europe.

My…",True,['@jeremycorbyn'],[],[], war border russia ukrain disast peac across contin europ 
"RT @nytimes: President Emmanuel Macron of France spoke to the Russian president, Vladimir Putin, by phone on Monday for the second time in…",True,['@nytimes'],[],[], presid emmanuel macron franc spoke russian presid vladimir putin phone monday second time 
"RT @davidkersten: @Tom_Fowdy At the moment, the US is trying to work the crowbar on Russia through Ukraine but, like Taiwan, it will come t…",True,['@davidkersten'],['@Tom_Fowdy'],[], moment us tri work crowbar russia ukrain like taiwan come 
"@notcapnamerica Ukraine wants to be a NATO member (is already a ""partner""), and Russia was booted out in 2014. Othe… https://t.co/odXYn8x9iH",False,[],['@notcapnamerica'],[], ukrain want nato member alreadi partner russia boot  oth 
